MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence,MiscFeature,SaleType
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,NA,None,TA,CBlock,Fa,TA,Mn,BLQ,GasA,Gd,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,Ex,Attchd,Fin,TA,Y,NA,NA,NA,WD 
C (all),Pave,NA,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,Typ,NA,CarPort,Unf,TA,Y,NA,NA,NA,COD
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,TA,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,WdShing,NA,BrkFace,TA,CBlock,TA,TA,Av,ALQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,NA,None,TA,PConc,TA,TA,No,Rec,GasA,Ex,Y,FuseA,Typ,TA,Attchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,NA,NA,NA,NA,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,NA,BrkFace,TA,CBlock,TA,TA,Mn,GLQ,GasA,Gd,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,Stone,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Ex,Y,FuseA,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,BrkFace,TA,CBlock,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,Shed,COD
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Mn,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Grvl,None,TA,BrkTil,TA,TA,No,Unf,GasW,Gd,Y,SBrkr,Typ,NA,Detchd,Unf,TA,P,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,BLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,Fa,Y,FuseA,Typ,NA,Attchd,Unf,TA,Y,NA,MnWw,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Grvl,None,TA,BrkTil,TA,TA,No,Unf,GasA,TA,N,FuseF,Typ,NA,Detchd,Unf,Fa,N,NA,NA,NA,ConLD
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Mansard,WdShake,Plywood,NA,BrkFace,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Min2,Gd,Attchd,Fin,TA,Y,NA,MnPrv,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,BrkTil,Fa,TA,No,Unf,GasA,TA,N,SBrkr,Typ,NA,Detchd,Unf,TA,N,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,Fa,Attchd,RFn,TA,Y,NA,NA,NA,WD 
FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,NA,BrkFace,TA,PConc,Ex,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Grvl,None,Fa,CBlock,TA,Fa,No,Unf,GasA,Fa,Y,SBrkr,Sal,NA,Detchd,Unf,TA,N,NA,NA,NA,COD
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,Gd,PConc,Fa,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,Shed,WD 
RL,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,Gd,GLQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,PConc,Gd,TA,Gd,BLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,TA,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,Grvl,None,TA,CBlock,TA,TA,No,Unf,GasA,Fa,N,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,NA,None,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
C (all),Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,N,FuseA,Typ,NA,NA,NA,NA,N,NA,GdWo,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,None,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Gd,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Grvl,None,Gd,BrkTil,TA,TA,No,Unf,GasA,Fa,Y,SBrkr,Min2,NA,Detchd,Unf,TA,N,NA,NA,Shed,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,NA,None,TA,PConc,Gd,TA,Av,GLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Gd,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Grvl,None,Gd,PConc,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,Fa,N,NA,NA,NA,WD 
RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Grvl,None,Gd,BrkTil,TA,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,P,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,NA,Stone,TA,PConc,Ex,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,NA,None,TA,CBlock,Gd,TA,No,ALQ,GasA,TA,Y,SBrkr,Typ,TA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,SBrkr,Typ,Po,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,Po,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,NA,None,Gd,PConc,Gd,Gd,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Unf,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,No,ALQ,GasA,Gd,Y,SBrkr,Typ,NA,NA,NA,NA,N,NA,GdPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,NA,None,TA,PConc,NA,NA,NA,NA,GasA,TA,Y,FuseA,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,ConLD
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,TA,Mn,ALQ,GasA,Ex,Y,SBrkr,Mod,NA,Detchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,Ex,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,No,ALQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,NA,BrkFace,TA,Slab,NA,NA,NA,NA,GasA,TA,Y,FuseA,Typ,NA,Attchd,Fin,TA,Y,NA,MnPrv,NA,ConLD
RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,Gd,CBlock,TA,TA,No,Rec,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,NA,None,TA,CBlock,TA,Fa,No,LwQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Unf,TA,Y,NA,GdWo,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,Gd,Gd,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,NA,None,TA,CBlock,Gd,TA,Gd,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,NA,BrkFace,TA,CBlock,TA,TA,No,BLQ,GasA,Ex,Y,FuseA,Typ,Gd,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,NA,BrkFace,TA,PConc,Gd,TA,No,Unf,GasA,Ex,Y,SBrkr,Typ,Gd,BuiltIn,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Gd,TA,Mn,GLQ,GasA,Ex,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,NA,None,Gd,BrkTil,TA,TA,No,Rec,GasA,Ex,Y,SBrkr,Typ,NA,Detchd,Unf,TA,Y,NA,MnPrv,NA,WD 
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Grvl,None,TA,Stone,TA,TA,No,Rec,GasA,Gd,Y,SBrkr,Typ,NA,Detchd,Fin,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,NA,BrkFace,TA,CBlock,TA,TA,No,Unf,GasA,TA,Y,SBrkr,Typ,NA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,NA,Stone,TA,PConc,Ex,TA,Av,GLQ,GasA,Ex,Y,SBrkr,Typ,Gd,Attchd,Fin,TA,Y,NA,NA,NA,New
RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,BrkFace,TA,PConc,Gd,TA,Av,Unf,GasA,Ex,Y,SBrkr,Typ,Ex,BuiltIn,RFn,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,TA,TA,Av,GLQ,GasA,TA,Y,SBrkr,Typ,NA,Attchd,Unf,TA,Y,NA,NA,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,NA,None,Gd,CBlock,Gd,TA,No,LwQ,GasA,TA,Y,SBrkr,Typ,Gd,Detchd,Unf,TA,Y,NA,GdPrv,NA,WD 
RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,NA,BrkFace,TA,CBlock,TA,TA,No,Rec,GasA,TA,Y,FuseA,Typ,NA,2Types,RFn,TA,Y,NA,MnWw,NA,WD 
RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,NA,None,TA,PConc,Ex,TA,No,GLQ,GasA,Ex,Y,SBrkr,Typ,TA,Attchd,RFn,TA,Y,NA,NA,NA,WD 
